,sentence,label
3767,"The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls , raw data traffic and any type of content services in both mobile and fixed networks .",neutral
3768,"In Finland , insurance company Pohjola and the Finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists ' traffic safety .",positive
3769,"In Finland , media group Talentum will start personnel negotiations to cut staff in parent company Talentum and publishing unit Talentum media .",negative
3770,"Through the new production lines at the Novator mill in Veliky Ustjug , Vologda Oblast , Sveza will change its current 1.5 m by 1.5 m birch plywood production targeting the domestic market to produce 1.5 m by 3.0 m overlaid birch plywood for the global market .",neutral
3771,"`` Uncommonly weak snow conditions in nearly every market have affected our first quarter result , '' Chief Executive Roger Talermo said .",negative
3772,"The employer-employee talks concerned about 500 people , that is , the whole staff in Finland .",neutral
3773,The event can also be viewed as a live audio webcast at www.ahlstrom.com .,neutral
3774,"That 's what I go to bed worrying about every night , ' he said .",negative
3775,The current lay-offs are additional to the temporary lay-offs agreed in December 2008 and in May 2009 .,negative
3776,"Finnish electronics manufacturing services EMS company Elcoteq SE posted a net loss of 66.4 mln euro $ 91.2 mln for the first half of 2007 , compared to a net profit of 7.1 mln euro $ 9.8 mln for the same period of 2006 .",negative
3777,Raisio 's malting capacity was in full use in 2008 .,positive
3778,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,negative
3779,The long-term contract is global .,positive
3780,"NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new plant in Estonia -Â® 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was inaugurating its new plant in Parnu , Estonia .",neutral
3781,"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",negative
3782,The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,neutral
3783,"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",neutral
3784,Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ) .,neutral
3785,"`` This is a significant milestone for Benefon , helping us to secure critical USP 's for our personal navigation product roadmap for 2007 and beyond , '' commented Simon Button , Chief Technology Officer at Benefon .",positive
3786,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''",neutral
3787,`` We know there are some of our own people out there . '',neutral
3788,Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation,neutral
3789,"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",positive
3790,"The company will publish its financial statement for 2008 on February 25 , 2009 .",neutral
3791,"The company has the poser , who wants to impress people with the latest handset .",neutral
3792,"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911 .",neutral
3793,Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,positive
3794,Its market share widened to 48.51 percent from 48.31 percent a year earlier .,positive
3795,The group 's net sales in 2007 were EUR683 .6 m.,neutral
3796,Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,neutral
3797,"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 .",neutral
3798,The expansion will be delivered in the fourth quarter of 2006 .,neutral
3799,Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,neutral
3800,"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",positive
3801,"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",negative
3802,The company did not distribute a dividend in 2005 .,neutral
3803,"schwalm ( at ) outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , mobile +358 400 817198 e-mail eila .",neutral
3804,"Thanks to the internet , consumers compare products more than previously and Finnish companies are not competitive .",negative
3805,He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,negative
3806,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,negative
3807,"Also Finnish Industry Investment , a government-owned investment company , will participate in the project .",neutral
3808,The site will cover over six hectares .,neutral
3809,"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",neutral
3810,"In stead of being based on a soft drink , as is usual , the Teho energy drink is made with fresh water .",neutral
3811,"According to ACNielsen 's ScanTrack study for the period week 10 of 2005 to week 9 of 2006 , Coca-Cola is the market leader in soft drinks in Finland .",positive
3812,Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .,positive
3813,TN means that the handset supports TeliaSonera 's Telia Navigator global positioning system service .,neutral
3814,"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",negative
3815,"The company , which celebrates its fiftieth anniversary next year , has been exporting distinctive detached homes to Central Europe for several decades .",positive
3816,"Fiskars R , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the U.S. .",neutral
3817,"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",negative
3818,The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,neutral
3819,No financial details were available .,neutral
3820,Finnish plastic pipe maker Uponor is selling its Irish and UK infrastructure businesses to private equity company 3i .,neutral
3821,"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % .",neutral
3822,Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .,neutral
3823,"The company operates worldwide and employs in total approximately 47,000 persons .",neutral
3824,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland .",neutral
3825,"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .",neutral
3826,The technology park will be built near St. Petersburg-based Pulkovo airport .,neutral
3827,"In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA .",neutral
3828,"The segment has an annual revenue of approximately EUR400m , the company said .",neutral
3829,"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .",positive
3830,"`` I 'm pleased to receive the Nomination Committee 's request and confidence , '' says Jon Risfelt .",positive
3831,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",neutral
3832,"Iggesunds Bruk in Sweden is one of the most advanced , fully integrated pulp and paperboard mills in the world .",positive
3833,The company expects its net sales for the whole 2009 to be at previous year levels .,neutral
3834,Under the contract Cramo Sverige and its subcontractor Brinkab AB will provide all scaffolding installations at LKAB 's new pellets plant in Kiruna in northern Sweden .,positive
3835,"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",neutral
3836,It is expected to be completed by the end of 2007 .,neutral
3837,Nordea Bank Estonia is part of the largest financial group in the Nordic countries .,neutral
3838,Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .,neutral
3839,The Symbian Foundation plans to revise its procedures for testing and signing software after digitally signing a trojan for its Symbian mobile phone operating system by mistake .,neutral
3840,"The Bank of +Ã land acquired the private banking business , asset management , and share brokerage business of Kaupthing Sweden in early 2009 .",neutral
3841,"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive
3842,- Tikkurila inspires you to color your life .,neutral
3843,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .",negative
3844,"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .",positive
3845,"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",neutral
3846,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",neutral
3847,Managing Director Timo Kohtam+Ã±ki of Lemmink+Ã±inen Infra nevertheless points out the continued need for infrastructure construction in the Baltic markets .,neutral
3848,Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010 .,positive
3849,Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,negative
3850,The smaller molecules improve the grip of the tyre at top-speed driving .,neutral
3851,"The company intends to launch housing development at the acquired land plots and to construct 50,000-60 ,000 square metres of housing per annum by 2011 .",neutral
3852,` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive
3853,Active shipping is essential for Finland .,neutral
3854,The representative body of Swedish Meats approved an improved offer from Finnish HK Ruokatalo to acquire the company .,positive
3855,The Finnish company claims to have over a quarter of a million contented Tulikivi fireplace business and homeowners worldwide .,neutral
3856,"According to Mark White , Locatrix Communications ' CEO , the company 's web services interface allows device owners , friends , and family to track and locate TWIG users via any web browser .",neutral
3857,"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators .",neutral
3858,stores 16 March 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said yesterday that it will cut a total of 28 jobs in its units Tiimari Retail Ltd and Gallerix Finland Ltd as a result of the closure of shops .,negative
3859,"'s Outokumpu Technology business will begin trading on the Nordic Exchange in Helsinki starting Oct. 10 , becoming the sixth company to list on that exchange this year , the company said Friday .",neutral
3860,"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",positive
3861,Industry Investment is very interested in Glaston 's solar energy projects .,positive
3862,"The board machine , which will have a wire width of 6.25 m and a design speed of 900 m-min , will produce close to 1,400 tonnes of folding boxboard per day .",neutral
3863,It includes options for additional 30 communal building sites as well as construction supervision works for all construction sites .,neutral
3864,SWOT analysis is just one method of categorization and has its own weaknesses .,neutral
3865,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",negative
3866,Decisions are to be made as quickly as possible .,neutral
3867,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,neutral
3868,"The number of class A shares remains unchanged at 9,526,089 shares .",neutral
3869,The reductions will be implemented mainly in the course of the first half of 2009 .,neutral
3870,"Finnish construction machinery and equipment rental group Cramo Oyj said on March 21 , 2007 its Swedish sector subsidiary Cramo AB will sell its Dutch subsidiary Cramo Nederland B.V. ( CNL ) to Dutch rental and scaffolding company Jaston Groep B.V. for an undisclosed sum .",neutral
3871,"With the measures , Suominen Corporation aims to ensure the competitiveness of the Flexible Packaging business in the long term .",positive
3872,Scanfil issued a profit warning on 10 April 2006 .,negative
3873,Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .,neutral
3874,"This rating from A.M. Best is the highest among the CIS countries , Central and Eastern Europe .",neutral
3875,"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 .",neutral
3876,"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 .",neutral
3877,"Compared with the FTSE 100 index , which rose 28.3 points or 0.5 % on the day , this was a relative price change of 2.3 % .",positive
3878,"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .",neutral
3879,Olli-Pekka Laine has been appointed as the Chairman and Erkki Pehu-Lehtonen as the Vice Chairman of the Board .,neutral
3880,Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden .,neutral
3881,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",negative
3882,"According to Bosse , the present cooperation is beneficial to all parties , however .",positive
3883,"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",neutral
3884,"Last year , the firm also acquired Realprojekti Oy , a real estate development company , to advise CapMan on its property activities .",neutral
3885,"Profit per share was EUR 1.03 , up from EUR 0.87 .",positive
3886,"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",neutral
3887,The company has exported into about twenty European countries as well as to Africa .,neutral
3888,"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms .",positive
3889,Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,neutral
3890,Basware offers full support for all SAP versions starting from SAP 4.5 .,neutral
3891,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",neutral
3892,"With this subscription , Fortum 's ownership in TGK-10 has increased to slightly over 76 % of shares and voting rights .",neutral
3893,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,neutral
3894,The deal includes an option for Cramo to buy out the minority stake in 2011 .,neutral
3895,"We have sound experience of project deliveries for large multi-purpose complexes and sports arenas '' , says Sami Eronen , SVP , Infrastructure and Northern Europe , Ruukki Construction .",neutral
3896,"Outokumpu of Finland , stainless steel manufacturer , plans to enter into a supply agreement with the Indian Railways .",positive
3897,CEO of the company Tarmo Noop said the growth in the sale of premium beers was the biggest .,positive
3898,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,neutral
3899,The aim is to achieve EUR 2.5 mn yearly savings .,positive
3900,Vacon will supply drives to Ruselprom in the power range from 200 kW up to 2 MW .,neutral
3901,"The company recorded revenues of E658 .1 million during the fiscal year ended December 2007 , an increase of 23 % over 2006 .",positive
3902,"The connectivity unit has more than 100 e-invoice customers , and the number of annual transactions stands at nearly one million .",neutral
3903,You are warmly welcome !,neutral
3904,"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .",positive
3905,The impact of this acquisition to Teleste 's net sales for 2010 is estimated to be approximately EUR 2 million .,neutral
3906,The company expects to open its first online shop in the US in the summer in 2011 .,neutral
3907,The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .,positive
3908,The company expects net sales to significantly increase from 2009 .,positive
3909,"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",neutral
3910,"Chic and cheerful , Finnish design house Marimekko has been sending its geometric textiles out into the world for the past 60 years .",neutral
3911,Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,positive
3912,The companies have agreed on long-term cooperation to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,positive
3913,"RFID ( Radio Frequency Identification ) is a method of so-called intelligent transport , whereby information can be read and saved remotely .",neutral
3914,"There has been some recovery of the base metals prices and increased demand for metals in China , however .",positive
3915,"Russian Media Ventures ' minority shareholder Peter Hervy denied the plans to sell OVA Press , the daily said .",neutral
3916,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 .",neutral
3917,"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",positive
3918,"On January 29 , 2009 The largest Nordic bank Nordea and Finnish retail chain Stockmann launched a regionally unique cooperation project : they are the first to introduce a common MasterCard credit card enabling payments in different states and stores .",neutral
3919,"Harju Elekter was founded in 1968 , and is the leading producer of electrical equipment and materials in the Baltic States .",neutral
3920,Completion of the transaction is subject to a final agreement and a Due Diligence process .,neutral
3921,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",negative
3922,Lieksaare Oy has earlier been regarded under the control of Saarelainen Oy and the individual shareholders under the shareholder agreement .,neutral
3923,"L+Ã±nnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish .",neutral
3924,"TVO 's two-unit 1,740 MW Olkiluoto plant generated 14.2 TWh with an operating ratio across both reactors of 93.5 % , which the company described as `` high by international standards '' .",neutral
3925,With the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability .,positive
3926,"We aim to ensure that Vacon is in good shape when capital expenditure starts to pick up again , '' comments Vacon Plc President and CEO Vesa Laisi .",positive
3927,The company expects net sales of 65 mln euro ( $ 85.1 mln ) for 2006 .,neutral
3928,"In addition , the production at the Varpaisj+Ã¢ rvi factory will be stopped at the beginning of April 2009 .",negative
3929,Finnish Bank of +Ã land reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 .,positive
3930,"Cargotec 's share capital after the increase totals EUR 64,299,180 .",neutral
3931,Efficiency programs totalling 100 million euros are under way in Finnair .,positive
3932,"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",neutral
3933,"In 2007 , almost two thirds of Orion 's net sales came from these drugs .",neutral
3934,"Uncertainties still exist , however .",neutral
3935,"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",neutral
3936,"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .",neutral
3937,"`` We have become convinced that we can do that very quickly , '' he told Finnish business reporters .",neutral
3938,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",negative
3939,The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,neutral
3940,"There are currently some ten shops selling Tikkurila 's paints in Kazakhstan , and more shops will be opened continuously .",neutral
3941,"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .",positive
3942,Revenue grew 1 percent to euro742 .2 million US$ 964 million from euro735 million .,positive
3943,"Russia 's top container shipping group , Fesco , and Finnish logistics company Nurminen Logistics have started a pilot project offering clients direct intermodal transportation service from Finland to Asia Pacific countries , Fesco said in a statement .",positive
3944,- The Group -Â¦ s result before taxes was a loss of EUR 0.6 ( +0.6 ) million .,neutral
3945,"Net sales of Kyro 's main business area , Glaston Technologies , a manufacturer of glass processing machines , decreased to EUR 161.5 mn from EUR 164.1 mn in January-September 2005 .",negative
3946,Elisa will expand the use of this technology provided the pilot proves successful .,neutral
3947,Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION 'S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .,neutral
3948,"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",neutral
3949,These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .,neutral
3950,"The company also said on November 16 , 2006 its Real Estate Fund I Ky signed an agreement with Finnish window maker Fenestra Oy to build a window plant in Forssa , southern Finland .",positive
3951,"Elsewhere , the tendency is towards more developed packaging than before .",neutral
3952,The deal means that ten persons in three countries will transfer to Tieto .,neutral
3953,This corrensponds to 4.628 percent of Okmetic 's share capital and voting rights .,neutral
3954,"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` Mobility Business Suite represents a significant milestone in the company 's offering to the telecommunications industry .",positive
3955,"The most popular mobile data services are email , surfing the internet , as well as news and weather services .",neutral
3956,The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .,neutral
3957,"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",negative
3958,Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .,neutral
3959,Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,neutral
3960,The acquisition of Boomeranger Boats Oy is in line with the Done Solutions strategy of developing its business through company acquisitions .,positive
3961,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",neutral
3962,in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,positive
3963,"In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok .",neutral
3964,"www.countryelements.co.uk Designed by Patricia Burt , this is just one of a selection of distinctive hooked rugs created with recycled materials and dyed natural dyes .",neutral
3965,"Clothing retail chain Sepp+Ã±l+Ã± 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .",positive
3966,Forest certification is a voluntary system aimed at promoting sustainable forest management in commercial forests .,neutral
3967,The contract covers new energy-efficient AC drives that have been designed in cooperation between the companies .,neutral
3968,Viking Line has canceled some services .,negative
3969,21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,positive
3970,The new organization consists of two business units : Charging & Messaging and Finance & Administration .,neutral
3971,25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal .,negative
3972,It also has potential clients in the growing environmental and recycling technology sectors .,neutral
3973,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",neutral
3974,The company is listed on the Nordic Exchange in Helsinki .,neutral
3975,"Rimvesta is now controlled by the Estonian-owned real estate development company ELL Nekilnojamas Turtas , which a member of Merko , the largest construction group in the Baltic countries .",neutral
3976,The order is related to renewing the network of the telecommunications operator .,neutral
3977,"a January 11 , 2010 EPHC board of directors has approved an increase in the quarterly dividend from $ 0.03 to $ 0.05 per share .",positive
3978,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,neutral
3979,"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland .",neutral
3980,Finnair was able to operate most of its leisure flights despite the strike .,positive
3981,"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive
3982,"The total investment necessary will be EUR40m , the company estimated .",neutral
3983,The purchase sum is about EUR 10mn US$ 12.97 mn .,neutral
3984,"According to A-Rehu 's Managing Director , Jouko Lahtinen , the project will stabilise costs and improve supply security .",positive
3985,"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",neutral
3986,"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",positive
3987,Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V said on Wednesday 17 September that it will invest EUR6m in its sensor wafer business during 2009 .,neutral
3988,The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,positive
3989,No more waste-burning facilities should be built .,neutral
3990,The Oulu plant employs approximately 120 people .,neutral
3991,"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy .",negative
3992,The order also includes start-up and commissioning services .,neutral
3993,"The Hayward , Calif.-based target designs active , casual and dress footwear , as well as boots and sandals .",neutral
3994,"Mr Clausen , however , refused to comment the option that Nordea would consider buying into Citadele Bank .",neutral
3995,"The mill 's raw material need will increase by 100,000 m3 of wood .",neutral
3996,"The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011 .",neutral
3997,Aspocomp has repaid its interest bearing liability to Standard Chartered Bank and will use the rest of the consideration to partially repay its interest bearing liabilities in Finland and to improve its liquidity .,positive
3998,"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",positive
3999,Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .,neutral
4000,A comprehensive range of cut-to-length and slitting services will allow Ruukki in particular to serve light engineering customers who relocate their production to the St. Petersburg area .,neutral
4001,"When completed , the 120-meter Watchtower will be the highest building in Ireland .",neutral
4002,`` This could be us .,neutral
4003,"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance .",neutral
4004,"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",positive
4005,The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,negative
4006,It will provide heating in the form of hot water for the sawmill 's needs .,neutral
4007,"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",neutral
4008,"GUANGDONG , October 26 , SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic , Qingyuan City of Guangdong Province .",neutral
4009,"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",neutral
4010,"` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation .",neutral
4011,`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',negative
4012,International operations accounted for over 80 % of net sales .,neutral
4013,"By acquiring RCP , we can combine our strong knowhow with the expertise of a solid local company .",positive
4014,The maximum number of new shares to be offered is 22 million .,neutral
4015,"ALEXANDRIA , Va. , March 20 -- Patrik Flykt and Timo Alakoski , both of Helsinki , Finland , and Tapio Suihko and Nadarajah Asokan , both of Espoo , Finland , have developed a method of mobility support of Internet-type protocol traffic in a communication system .",neutral
4016,"The add-on order contains , among others , control valves and instrumentation as well as complete mill engineering and electrification with Metso drive controls .",neutral
4017,"Ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently .",neutral
4018,"`` Lidskoe Pivo 's investment program foresees the integrated modernization of production , updating transport and logistics infrastructure and developing new marketing instruments , '' Mikshis said .",positive
4019,`` Consumers have very well received our packed fresh meat .,positive
4020,"Among the Scandinavian companies present in St. Petersburg , is also named the Swedish concern NCC , which implements projects in the field of asphalt production , road and housing construction ( project Swedish Krona ) .",neutral
4021,Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,neutral
4022,"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",neutral
4023,"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",positive
4024,"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",neutral
4025,"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",negative
4026,"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",positive
4027,"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles .",neutral
